"code","inclusion_notes","exclusion_notes"
"A791","Fièvre de Kew Garden
Rickettsiose vésiculaire",""
"A798","Rickettsiose due à Neorickettsia sennetsu [Ehrlichia sennetsu]",""
"A799","Infection à rickettsies SAI",""
"A80-A89","","séquelles de :
 - encéphalite virale [B94.1] 
 - poliomyélite [B91]"
"A81","maladies à prions, du système nerveux central",""
"A810","Encéphalopathie spongieuse subaigüe",""
"A811","Encéphalite subaigüe à inclusions de Dawson
Leucoencéphalopathie sclérosante de Van Bogaert",""
"A812","Leucoencéphalopathie multifocale SAI",""
"A818","Kuru",""
"A819","Maladie à prion du système nerveux central SAI",""
"A83","méningoencéphalite à virus transmise par des moustiques","encéphalite équine vénézuélienne [A92.2]"
"A834","Maladie virale de Kunjin",""
"A835","Encéphalite de La Crosse
Méningoencéphalite de Californie",""
"A839","","encéphalite équine vénézuélienne [A92.2]"
"A84","méningoencéphalite virale transmise par des tiques",""
"A848","Encéphalomyélite ovine [louping ill]
Maladie virale de Powassan",""
"A85","encéphalomyélite  précisée virale NCA
méningoencéphalite  précisée virale NCA","chorioméningite lymphocytaire [A87.2]
encéphalite (due au virus de) :
 - herpès [Herpes simplex] [B00.4] 
 - morbilleuse [B05.0] 
 - ourlienne [B26.2] 
 - poliomyélite [A80.-] 
 - zostérienne [B02.0] 
encéphalomyélite myalgique [G93.3]"
"A850","Encéphalomyélite à entérovirus",""
"A851","Méningoencéphalite à adénovirus",""
"A858","Encéphalite léthargique
Maladie de Von Economo–Cruchet",""
"A86","Encéphalomyélite  à virus SAI
Méningoencéphalite  à virus SAI",""
"A87","","méningite (due au virus de) :
 - herpès [Herpes simplex] [B00.3] 
 - morbilleuse [B05.1] 
 - ourlienne [B26.1] 
 - poliomyélite [A80.-] 
 - zostérienne [B02.1]"
"A870","Méningite à virus :
 - Coxsackie
 - ECHO",""
"A872","Méningoencéphalite lymphocytaire",""
"A879","","méningite (due au virus de) :
 - herpès [Herpes simplex] [B00.3] 
 - morbilleuse [B05.1] 
 - ourlienne [B26.1] 
 - poliomyélite [A80.-] 
 - zostérienne [B02.1]"
"A88","","encéphalite virale SAI [A86]
méningite virale SAI [A87.9]"
"A92","","maladie de la Ross River [B33.1]"
"A920","Fièvre hémorragique de chikungunya",""
"A922","Encéphalite équine vénézuélienne
Encéphalomyélite équine vénézuélienne",""
"A923","Fièvre à virus West Nile
Fièvre du Nil occidental",""
"A925","Fièvre  à virus Zika
Infection  à virus Zika
Zika SAI","maladie congénitale due au virus Zika [P35.4]"
"A929","","maladie de la Ross River [B33.1]"
"A931","Fièvre à pappataci",""
"A938","Maladie virale de Piry
Stomatite vésiculaire virale [fièvre de l'Indiana]
Syndrome de fièvre sévère avec thrombocytopénie [SFST]",""
"A94","Fièvre à arbovirus SAI
Infection à arbovirus SAI",""
"A950","Fièvre jaune de :
 - brousse
 - jungle",""
"A960","Fièvre hémorragique d'Argentine",""
"A961","Fièvre hémorragique de Bolivie",""
"A970","Dengue hémorragique de grade 1 et 2
Dengue hémorragique sans signe d'alerte",""
"A971","Dengue hémorragique avec signes d'alerte",""
"A972","Dengue hémorragique sévère",""
"A98","","fièvre hémorragique (à) (de la) :
 - dengue [A97.-] 
 - virus chikungunya [A92.0]"
"A980","Fièvre hémorragique d'Asie centrale",""
"A985","Fièvre hémorragique (de) :
 - Corée
 - épidémique
 - russe
Maladie à virus Hanta [hantavirus] avec manifestations rénales
Néphropathie épidémique","syndrome (cardio)pulmonaire à virus Hanta [B33.4]  [J17.1]"
"B00","","herpangine [B08.5]
infection :
 - anogénitale par le virus de l'herpès [A60.-] 
 - virale congénitale herpétique [P35.2] 
mononucléose due à herpès virus gamma [B27.0]"
"B000","Pustulose varicelliforme de Kaposi",""
"B001","Dermite vésiculaire de :
• lèvre due au virus humain type 2 (alpha) 
• oreille due au virus humain type 2 (alpha) 
- Herpès de :
 - face
 - lèvre",""
"B002","Pharyngite due au virus de l'herpès",""
"B004","Encéphalomyélite à herpès simien type 1 (Virus B)
Méningoencéphalite due au virus de l'herpès",""
"B005","Conjonctivite [H13.1]   due au virus de l’herpès
Dermite de la paupière [H03.1]   due au virus de l’herpès
Iridocyclite [H22.0]   due au virus de l’herpès
Iritis [H22.0]   due au virus de l’herpès
Kératite [H19.1]   due au virus de l’herpès
Kératoconjonctivite [H19.1]   due au virus de l’herpès
Uvéite [H22.0]   due au virus de l’herpès",""
"B007","Sepsis dû au virus de l'herpès",""
"B008","Hépatite herpétique [K77.0]
Œsophagite herpétique [K23.80]
Panaris herpétique  [L99.8]",""
"B009","Infection à Herpes simplex SAI","herpangine [B08.5]
infection :
 - anogénitale par le virus de l'herpès [A60.-] 
 - virale congénitale herpétique [P35.2] 
mononucléose due à herpès virus gamma [B27.0]"
"B011","Encéphalite postvaricelleuse
Encéphalomyélite varicelleuse",""
"B019","Varicelle SAI",""
"B020","Méningoencéphalite zostérienne",""
"B022","Atteinte postherpétique du ganglion géniculé [G53.0]
Névralgie trigéminée postherpétique [G53.0]
Polynévrite postzostérienne [G63.0]",""
"B023","Blépharite [H03.1]   zostérienne
Conjonctivite [H13.1]   zostérienne
Iridocyclite [H22.0]   zostérienne
Iritis [H22.0]   zostérienne
Kératite [H19.2]   zostérienne
Kératoconjonctivite [H19.2]   zostérienne
Sclérite [H19.0]   zostérienne",""
"B029","Zona SAI",""
"B05","","panencéphalite sclérosante subaigüe [A81.1]"
"B050","Encéphalite postmorbilleuse",""
"B051","Méningite postmorbilleuse",""
"B052","Pneumopathie postmorbilleuse",""
"B053","Otite moyenne postmorbilleuse",""
"B058","Rougeole compliquée de kératite et de kératoconjonctivite [H19.2]",""
"B059","Rougeole SAI","panencéphalite sclérosante subaigüe [A81.1]"
"B06","","rubéole congénitale [P35.0]"
"B060","Encéphalite [G05.1]   rubéoleuse
Méningite [G02.0]   rubéoleuse
Méningoencéphalite [G05.1]   rubéoleuse",""
"B068","Arthrite [M01.4]   rubéoleuse
Pneumopathie [J17.1]   rubéoleuse",""
"B069","Rubéole SAI","rubéole congénitale [P35.0]"
"B07","Verruca :
 - simplex
 - vulgaris","condylomes anogénitaux (vénériens) [A63.0]
papillome (de) :
 - col de l'utérus [D26.0] 
 - larynx [D14.1] 
 - vessie [D41.4]"
"B08","","stomatite vésiculaire virale [A93.8]"
"B080","Cowpox
Dermatite pustuleuse contagieuse ovine
Orf
Pseudovaccine [nodule des trayeurs]
Vaccine naturelle
Vaccinia","monkeypox [B04]"
"B084","Syndrome pied–main–bouche",""
"B085","Herpangine",""
"B088","Fièvre (de) :
 - aphteuse
 - Yaba
Pharyngite lymphonodulaire à entérovirus
Syndrome du virus de Tanapox",""
"B09","Énanthème  viral SAI
Exanthème  viral SAI",""
"B15-B19","","hépatite (à) :
 - cytomégalovirus [B25.1] 
 - herpétique [B00.8] 
séquelles d'hépatite virale [B94.2]"
"B159","Hépatite A (aigüe) (virale) SAI",""
"B169","Hépatite B aigüe (virale) SAI",""
"B178","Hépatite non A non B (aigüe) (virale) NCA",""
"B179","Hépatite aigüe SAI
Hépatite infectieuse aigüe SAI",""
"B181","Hépatite B (virale) SAI",""
"B199","Hépatite virale SAI",""
"B20","","syndrome d'infection aigüe par VIH [B23.0]"
"B20-B24","","infection asymptomatique par le virus de l'immunodéficience humaine [VIH] [Z21]
infection compliquant la grossesse, l’accouchement et la puerpéralité [O98.7]"
"B200","Maladie par VIH à l'origine de tuberculose",""
"B206","Maladie par VIH à l'origine d'une pneumopathie  à Pneumocystis jirovecii",""
"B209","Maladie par VIH à l'origine d'une infection SAI","syndrome d'infection aigüe par VIH [B23.0]"
"B220","Démence par VIH",""
"B222","Maladie par VIH à l'origine d'une émaciation
Maladie par VIH à l'origine d'un arrêt de croissance",""
"B24","Complexe relatif au SIDA [ARC] SAI
Syndrome d'immunodéficience acquise [SIDA] SAI",""
"B25","","infection congénitale à cytomégalovirus [P35.1]
mononucléose à cytomégalovirus [B27.1]"
"B258","Rétinite à cytomégalovirus [H32.00]",""
"B259","","infection congénitale à cytomégalovirus [P35.1]
mononucléose à cytomégalovirus [B27.1]"
"B26","parotidite :
 - épidémique
 - infectieuse",""
"B268","Arthrite [M01.5]   ourlienne
Myocardite [I41.1]   ourlienne
Néphrite [N08.0]   ourlienne
Polynévrite [G63.0]   ourlienne",""
"B269","Oreillons SAI
Parotidite ourlienne SAI",""
"B27","angine à monocytes
fièvre glandulaire
maladie de Pfeiffer",""
"B270","Mononucléose due au virus d'Epstein–Barr",""
"B30","","affection oculaire :
 - due au virus de l'herpès [Herpes simplex] [B00.5] 
 - zostérienne [B02.3]"
"B300","Kératoconjonctivite épidémique",""
"B301","Conjonctivite (des) :
 - folliculaire aigüe due à un adénovirus
 - piscines",""
"B303","Conjonctivite (due à) :
 - entérovirus 70
 - hémorragique (aigüe) (épidémique)
 - virus Coxsackie 24",""
"B308","Conjonctivite de Newcastle",""
"B309","","affection oculaire :
 - due au virus de l'herpès [Herpes simplex] [B00.5] 
 - zostérienne [B02.3]"
"B330","Maladie de Bornholm",""
"B331","Fièvre de la Ross River
Polyarthrite épidémique exanthémateuse",""
"B333","Infection à rétrovirus SAI",""
"B334","Maladie à virus Hanta avec manifestations pulmonaires
Maladie à virus Sin Nombre","fièvre hémorragique avec syndrome rénal [A98.5]  [N08.0]"
"B34","","infection (à) (due au) :
 - rétrovirus SAI [B33.3] 
 - virus de l'herpès [Herpes simplex] SAI [B00.9] 
maladie à cytomégalovirus SAI [B25.9] 
virus, cause de maladies classées dans d'autres chapitres [B97.-]"
"B341","Infection SAI à virus :
 - Coxsackie
 - ECHO",""
"B342","","COVID-19 [U07.1-]
syndrome respiratoire aigu sévère [SRAS] [U04.9]"
"B349","Virémie SAI","infection (à) (due au) :
 - rétrovirus SAI [B33.3] 
 - virus de l'herpès [Herpes simplex] SAI [B00.9] 
maladie à cytomégalovirus SAI [B25.9] 
virus, cause de maladies classées dans d'autres chapitres [B97.-]"
"B35","favus
infections causées par les espèces appartenant aux genres Epidermophyton, Microsporum et Trichophyton
teigne, tous types, sauf ceux classés en B36.-",""
"B35-B49","","mycosis fongoïde [C84.0]
pneumopathie par hypersensibilité aux poussières organiques [J67.-]"
"B350","Kérion
Sycosis trichophytique
Teigne tondante",""
"B351","Dermatophytose de l'ongle
Onychomycose
Onyxis dermatophytique",""
"B352","Dermatophytose de la main
Trichophytie de la main",""
"B353","Dermatophytose du pied
Pied d'athlète
Trichophytie du pied",""
"B354","Trichophytie des parties découvertes du corps",""
"B355","Herpès circiné
Tokelau",""
"B356","Exéma [Eczéma] marginé de Hebra
Gale des blanchisseurs",""
"B358","Dermatophytose :
 - disséminée
 - granulomateuse",""
"B360","Tinea :
 - flava
 - versicolor",""
"B361","Keratomycosis nigricans palmaris
Microsporosis nigra
Pityriasis nigra",""
"B362","Tinea blanca",""
"B37","candidiase
moniliase","candidose du nouveau-né [P37.5]"
"B370","Muguet buccal",""
"B372","Onyxis  à Candida
Périonyxis  à Candida","érythème fessier du nourrisson [L22]"
"B373","Vulvovaginite à Candida",""
"B374","Balanite [N51.2]   à Candida
Urétrite [N37.0]   à Candida",""
"B378","Cheilite  à Candida
Entérite  à Candida
Oesophagite  [K23.81]   à Candida",""
"B379","Muguet SAI","candidose du nouveau-né [P37.5]"
"B387","Coccidioïdomycose généralisée",""
"B393","Histoplasmose généralisée à Histoplasma capsulatum",""
"B394","Histoplasmose américaine",""
"B395","Histoplasmose africaine",""
"B40","","blastomycose :
 - brésilienne [B41.-] 
 - chéloïdienne [B48.0]"
"B407","Blastomycose généralisée",""
"B409","","blastomycose :
 - brésilienne [B41.-] 
 - chéloïdienne [B48.0]"
"B41","blastomycose brésilienne
maladie de Lutz",""
"B417","Paracoccidioïdomycose généralisée",""
"B427","Sporotrichose généralisée",""
"B430","Dermatite verruqueuse",""
"B431","Chromomycose cérébrale",""
"B44","aspergillome",""
"B447","Aspergillose généralisée",""
"B451","Cryptococcose cérébroméningée
Méningite à cryptocoques [G02.1]",""
"B457","Cryptococcose généralisée",""
"B463","Mucormycose souscutanée",""
"B464","Mucormycose généralisée",""
"B468","Entomophthorose",""
"B469","Phycomycose SAI",""
"B470","Maduromycose
Pied de Madura, mycosique",""
"B479","Pied de Madura SAI",""
"B480","Blastomycose chéloïdienne
Maladie de Lobo",""
"B482","Infection à Pseudallescheria boydii","eumycétome [B47.0]"
"B483","Stomatite à Geotrichum",""
"B485","Pneumonie due à :
 - Pneumocystis carinii
 - Pneumocystis jirovecii",""
"B487","Mycoses causées par des champignons de faible virulence qui ne peuvent donner un état infectieux qu'en raison de la présence de certains facteurs tels que l'existence d'une maladie débilitante ou l'administration d'agents thérapeutiques immunosuppresseurs ou autres, ou de radiothérapie. La plupart des champignons responsables sont des saprophytes habituels du sol et de végétaux en décomposition .",""
"B488","Adiaspiromycose",""
"B49","Fongémie SAI",""
"B50","infections mixtes à Plasmodium falciparum et à toute autre espèce de Plasmodium",""
"B50-B64","","amibiase [A06.-]
autres maladies intestinales à protozoaires [A07.-]"
"B500","Paludisme cérébral SAI",""
"B508","Paludisme sévère ou compliqué à Plasmodium falciparum SAI",""
"B51","infections mixtes à Plasmodium vivax et autres espèces de Plasmodium, à l'exception de Plasmodium falciparum","infections mixtes avec Plasmodium falciparum [B50.-]"
"B519","Paludisme à Plasmodium vivax SAI","infections mixtes avec Plasmodium falciparum [B50.-]"
"B52","infections mixtes à Plasmodium malariae et autres espèces de Plasmodium, à l'exception de Plasmodium falciparum et de Plasmodium vivax","infections mixtes avec Plasmodium :
 - falciparum [B50.-] 
 - vivax [B51.-]"
"B529","Paludisme à Plasmodium malariae SAI","infections mixtes avec Plasmodium :
 - falciparum [B50.-] 
 - vivax [B51.-]"
"B530","","infections mixtes avec Plasmodium :
 - falciparum [B50.-] 
 - malariae [B52.-] 
 - vivax [B51.-]"
"B531","","infections mixtes avec Plasmodium :
 - falciparum [B50.-] 
 - malariae [B52.-] 
 - ovale [B53.0] 
 - vivax [B51.-]"
"B538","Paludisme confirmé par examen parasitologique SAI",""
"B54","Paludisme diagnostiqué cliniquement, sans confirmation parasitologique",""
"B550","Kala-azar
Leishmaniose dermique après kala-azar",""
"B560","Infection à Trypanosoma brucei gambiense
Maladie du sommeil de l'Afrique occidentale",""
"B561","Infection à Trypanosoma brucei rhodesiense
Maladie du sommeil de l'Afrique orientale",""
"B569","Maladie du sommeil SAI
Trypanosomiase SAI, en des lieux où la trypanosomiase africaine est répandue",""
"B57","infection à Trypanosoma cruzi
trypanosomiase américaine",""
"B570","Forme aigüe de la maladie de Chagas avec :
 - atteinte cardiovasculaire NCA [I98.1] 
 - myocardite [I41.2]",""
"B571","Forme aigüe de la maladie de Chagas SAI",""
"B572","Maladie de Chagas (chronique) (avec) :
 - SAI
 - atteinte cardiovasculaire NCA [I98.1] 
 - myocardite [I41.2] 
- Trypanosomiase :
 - SAI, en des lieux où la maladie de Chagas est répandue
 - américaine SAI",""
"B58","infection à Toxoplasma gondii","toxoplasmose congénitale [P37.1]"
"B580","Choriorétinite à Toxoplasma [H32.01]",""
"B588","Myocardite [I41.2]   à Toxoplasma
Myosite [M63.1]   à Toxoplasma",""
"B589","","toxoplasmose congénitale [P37.1]"
"B60","","cryptosporidiose [A07.2]
isosporose [A07.3]
microsporidiose intestinale [A07.8]"
"B600","Piroplasmose",""
"B601","Conjonctivite due à Acanthamoeba [H13.1]
Kératoconjonctivite due à Acanthamoeba [H19.2]",""
"B602","Méningoencéphalite amibienne primitive [G05.2]",""
"B608","Microsporidiose",""
"B652","Schistosomiase asiatique",""
"B653","Prurit des nageurs",""
"B658","Infection à Schistosoma :
 - intercalatum
 - mattheei
 - mekongi",""
"B660","Infection par :
 - douve du foie du chat
 - Opisthorchis (felineus) (viverrini)",""
"B661","Infection à Clonorchis sinensis
Maladie :
 - chinoise de la douve du foie
 - orientale de la douve du foie",""
"B662","Infection (à) :
 - Dicrocoelium dendriticum
 - petite douve (du foie)",""
